Unnamed: 0,일자,도로명,방향,00시,01시,02시,03시,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,평균통행속도
12,2025년01월01일,보듬8로,상행,23,-,-,-,-,-,-,-,13,-,18,12,16,20,18,18,24,17,15,10,-,-,-,-,17.0
13,2025년01월01일,보듬8로,하행,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,10,16,-,-,-,-,-,-,-,15.6666667
83,2025년01월02일,보듬8로,상행,-,-,-,-,-,-,-,-,12,16,23,24,22,14,17,15,18,15,13,12,13,21,20,-,17.0
84,2025년01월02일,보듬8로,하행,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,12.5
154,2025년01월03일,보듬8로,상행,-,-,-,-,-,-,-,-,14,15,17,19,18,19,19,21,13,13,12,16,16,12,31,16,16.9375
155,2025년01월03일,보듬8로,하행,-,-,-,-,-,-,-,-,11,-,-,-,11,-,-,-,11,-,-,-,-,-,-,-,11.0
227,2025년01월04일,보듬8로,상행,21,-,-,-,-,-,-,-,15,18,19,24,26,19,18,18,15,17,16,23,-,-,23,-,19.4285714
297,2025년01월05일,보듬8로,상행,-,-,-,-,-,-,-,-,19,10,14,10,19,22,21,16,22,13,-,14,-,-,-,-,16.3636364
298,2025년01월05일,보듬8로,하행,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,12,-,-,-,-,-,-,-,-,14.5
368,2025년01월06일,보듬8로,상행,-,-,-,-,-,-,13,-,13,16,16,16,26,11,19,19,16,12,14,15,20,15,22,-,16.4375
369,2025년01월06일,보듬8로,하행,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,15,-,-,-,-,15,-,-,13.3333333
439,2025년01월07일,보듬8로,상행,-,-,-,-,-,-,-,18,12,13,13,17,15,14,23,-,19,11,13,17,18,15,-,-,15.5714286
440,2025년01월07일,보듬8로,하행,-,-,-,-,-,-,-,-,11,-,-,-,10,-,-,-,-,-,-,11,-,-,-,-,10.6666667
510,2025년01월08일,보듬8로,상행,-,-,-,-,-,-,-,-,17,16,18,18,19,12,18,19,21,14,15,13,17,20,17,-,16.9333333
511,2025년01월08일,보듬8로,하행,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,11,-,17,-,-,-,-,-,13.3333333
581,2025년01월09일,보듬8로,상행,-,-,-,-,-,-,-,-,11,13,18,15,14,17,16,18,15,19,12,15,16,16,20,18,15.8125
582,2025년01월09일,보듬8로,하행,-,-,-,-,-,-,-,-,11,-,-,-,-,12,13,-,-,-,-,-,-,-,12,-,12.0
652,2025년01월10일,보듬8로,상행,-,-,-,-,-,-,-,15,15,11,20,21,20,14,13,23,19,18,14,11,17,18,-,-,16.6
653,2025년01월10일,보듬8로,하행,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.0
723,2025년01월11일,보듬8로,상행,-,-,-,-,-,-,-,-,16,16,16,19,20,19,18,17,22,22,16,19,-,-,14,11,17.5
724,2025년01월11일,보듬8로,하행,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,13,16,-,-,-,-,-,-,-,13.6666667
794,2025년01월12일,보듬8로,상행,18,-,11,-,-,-,-,-,-,-,15,18,16,19,20,18,19,14,13,16,13,11,17,22,16.25
795,2025년01월12일,보듬8로,하행,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,14,-,-,-,-,-,-,-,-,12.0
865,2025년01월13일,보듬8로,상행,-,-,-,-,-,-,-,16,13,22,18,19,18,14,22,21,18,15,13,18,23,11,20,26,18.0588235
866,2025년01월13일,보듬8로,하행,-,-,-,-,-,-,-,-,11,10,-,-,-,-,13,-,-,-,-,-,-,-,-,-,11.3333333
936,2025년01월14일,보듬8로,상행,-,-,-,-,-,-,-,-,14,15,18,17,23,25,20,17,21,16,12,15,13,21,-,25,18.1333333
937,2025년01월14일,보듬8로,하행,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,11,-,-,21,-,12,13.75
1007,2025년01월15일,보듬8로,상행,-,-,-,-,-,-,-,-,-,15,17,19,25,21,20,15,15,11,12,14,16,21,-,-,17.0
